latitude,longitude
45.46,-85.22
45.46,-85.18
45.46,-85.14
45.46,-85.1
45.5,-86.74
45.5,-86.7
45.5,-86.66
45.5,-86.62
45.5,-86.58
45.5,-86.54
45.5,-86.5
45.5,-86.46
45.5,-86.42
45.5,-86.38
45.5,-86.34
45.5,-86.3
45.5,-86.26
45.5,-86.22
45.5,-86.18
45.5,-86.14
45.5,-86.1
45.5,-86.06
45.5,-86.02
45.5,-85.98
45.5,-85.94
45.5,-85.9
45.5,-85.86
45.5,-85.82
45.5,-85.78
45.5,-85.74
45.5,-85.7
45.5,-85.66
45.5,-85.62
45.5,-85.58
45.5,-85.54
45.5,-85.5
45.5,-85.46
45.5,-85.42
45.5,-85.38
45.5,-85.34
45.5,-85.3
45.5,-85.26
45.5,-85.22
45.5,-85.18
45.5,-85.14
45.54,-86.74
45.54,-86.7
45.54,-86.66
45.54,-86.62
45.54,-86.58
45.54,-86.54
45.54,-86.5
45.54,-86.46
45.54,-86.42
45.54,-86.38
45.54,-86.34
45.54,-86.3
45.54,-86.26
45.54,-86.22
45.54,-86.18
45.54,-86.14
45.54,-86.1
45.54,-86.06
45.54,-86.02
45.54,-85.98
45.54,-85.94
45.54,-85.9
45.54,-85.86
45.54,-85.82
45.54,-85.78
45.54,-85.74
45.54,-85.7
45.54,-85.66
45.54,-85.62
45.54,-85.58
45.54,-85.54
45.54,-85.5
45.54,-85.46
45.54,-85.42
45.54,-85.38
45.54,-85.34
45.54,-85.3
45.54,-85.26
45.54,-85.22
45.54,-85.18
45.54,-85.14
45.58,-86.66
45.58,-86.62
45.58,-86.58
45.58,-86.54
45.58,-86.5
45.58,-86.46
45.58,-86.42
45.58,-86.38
45.58,-86.34
45.58,-86.3
45.58,-86.26
45.58,-86.22
45.58,-86.18
45.58,-86.14
45.58,-86.1
45.58,-86.06
45.58,-86.02
45.58,-85.98
45.58,-85.94
45.58,-85.9
45.58,-85.86
45.58,-85.82
45.58,-85.78
45.58,-85.74
45.58,-85.7
45.58,-85.66
45.58,-85.62
45.58,-85.58
45.58,-85.54
45.58,-85.5
45.58,-85.46
45.58,-85.42
45.58,-85.38
45.58,-85.34
45.58,-85.3
45.58,-85.26
45.58,-85.22
45.58,-85.18
45.58,-85.14
45.62,-86.62
45.62,-86.58
45.62,-86.54
45.62,-86.5
45.62,-86.46
45.62,-86.42
45.62,-86.38
45.62,-86.34
45.62,-86.3
45.62,-86.26
45.62,-86.22
45.62,-86.18
45.62,-86.14
45.62,-86.1
45.62,-86.06
45.62,-86.02
45.62,-85.98
45.62,-85.94
45.62,-85.9
45.62,-85.86
45.62,-85.82
45.62,-85.78
45.62,-85.74
45.62,-85.7
45.62,-85.66
45.62,-85.62
45.62,-85.58
45.62,-85.54
45.62,-85.5
45.62,-85.46
45.62,-85.42
45.62,-85.38
45.62,-85.34
45.62,-85.3
45.62,-85.26
45.62,-85.22
45.62,-85.18
45.62,-85.14
45.66,-86.62
45.66,-86.58
45.66,-86.54
45.66,-86.5
45.66,-86.46
45.66,-86.42
45.66,-86.38
45.66,-86.34
45.66,-86.3
45.66,-86.26
45.66,-86.22
45.66,-86.18
45.66,-86.14
45.66,-86.1
45.66,-86.06
45.66,-86.02
45.66,-85.98
45.66,-85.94
45.66,-85.9
45.66,-85.86
45.66,-85.82
45.66,-85.78
45.66,-85.74
45.66,-85.7
45.66,-85.66
45.66,-85.62
45.66,-85.58
45.66,-85.54
45.66,-85.5
45.66,-85.46
45.66,-85.42
45.66,-85.38
45.66,-85.34
45.66,-85.3
45.66,-85.26
45.66,-85.22
45.66,-85.18
45.66,-85.14
45.66,-85.1
45.66,-85.06
45.7,-86.58
45.7,-86.54
45.7,-86.5
45.7,-86.46
45.7,-86.42
45.7,-86.38
45.7,-86.34
45.7,-86.3
45.7,-86.26
45.7,-86.22
45.7,-86.18
45.7,-86.14
45.7,-86.1
45.7,-86.06
45.7,-86.02
45.7,-85.98
45.7,-85.94
45.7,-85.9
45.7,-85.86
45.7,-85.82
45.7,-85.78
45.7,-85.74
45.7,-85.7
45.7,-85.66
45.7,-85.62
45.7,-85.58
45.7,-85.54
45.7,-85.5
45.7,-85.46
45.7,-85.42
45.7,-85.38
45.7,-85.34
45.7,-85.3
45.7,-85.26
45.7,-85.22
45.7,-85.18
45.7,-85.14
45.7,-85.1
45.7,-85.06
45.7,-85.02
45.74,-86.54
45.74,-86.5
45.74,-86.46
45.74,-86.42
45.74,-86.38
45.74,-86.34
45.74,-86.3
45.74,-86.26
45.74,-86.22
45.74,-86.18
45.74,-86.14
45.74,-86.1
45.74,-86.06
45.74,-86.02
45.74,-85.98
45.74,-85.94
45.74,-85.9
45.74,-85.86
45.74,-85.82
45.74,-85.78
45.74,-85.74
45.74,-85.7
45.74,-85.66
45.74,-85.62
45.74,-85.58
45.74,-85.54
45.74,-85.5
45.74,-85.46
45.74,-85.42
45.74,-85.38
45.74,-85.34
45.74,-85.3
45.74,-85.26
45.74,-85.22
45.74,-85.18
45.74,-85.14
45.74,-85.1
45.74,-85.06
45.74,-85.02
45.74,-84.98
45.78,-86.38
45.78,-86.34
45.78,-86.3
45.78,-86.26
45.78,-86.22
45.78,-86.18
45.78,-86.14
45.78,-86.1
45.78,-86.06
45.78,-86.02
45.78,-85.98
45.78,-85.94
45.78,-85.9
45.78,-85.86
45.78,-85.82
45.78,-85.78
45.78,-85.74
45.78,-85.7
45.78,-85.66
45.78,-85.62
45.78,-85.58
45.78,-85.54
45.78,-85.5
45.78,-85.46
45.78,-85.42
45.78,-85.38
45.78,-85.34
45.78,-85.3
45.78,-85.26
45.78,-85.22
45.78,-85.18
45.78,-85.14
45.78,-85.1
45.82,-86.34
45.82,-86.3
45.82,-86.26
45.82,-86.22
45.82,-86.18
45.82,-86.14
45.82,-86.1
45.82,-86.06
45.82,-86.02
45.82,-85.98
45.82,-85.94
45.82,-85.9
45.82,-85.86
45.82,-85.82
45.82,-85.78
45.82,-85.74
45.82,-85.7
45.82,-85.66
45.82,-85.62
45.82,-85.58
45.82,-85.54
45.82,-85.5
45.82,-85.46
45.82,-85.42
45.82,-85.38
45.82,-85.34
45.82,-85.3
45.82,-85.26
45.82,-85.22
45.82,-85.18
45.82,-85.14
45.82,-85.1
45.82,-85.06
45.82,-85.02
45.82,-84.98
45.82,-84.94
45.82,-84.9
45.82,-84.86
45.82,-84.82
45.82,-84.78
45.86,-86.34
45.86,-86.3
45.86,-86.26
45.86,-86.22
45.86,-86.18
45.86,-86.14
45.86,-86.1
45.86,-86.06
45.86,-86.02
45.86,-85.98
45.86,-85.94
45.86,-85.9
45.86,-85.86
45.86,-85.82
45.86,-85.78
45.86,-85.74
45.86,-85.7
45.86,-85.66
45.86,-85.62
45.86,-85.58
45.86,-85.54
45.86,-85.5
45.86,-85.46
45.86,-85.42
45.86,-85.38
45.86,-85.34
45.86,-85.3
45.86,-85.26
45.86,-85.22
45.86,-85.18
45.86,-85.14
45.86,-85.1
45.86,-85.06
45.86,-85.02
45.86,-84.98
45.86,-84.94
45.86,-84.9
45.86,-84.86
45.86,-84.82
45.9,-86.3
45.9,-86.26
45.9,-86.22
45.9,-86.18
45.9,-86.14
45.9,-86.1
45.9,-86.06
45.9,-86.02
45.9,-85.98
45.9,-85.94
45.9,-85.9
45.9,-85.86
45.9,-85.82
45.9,-85.78
45.9,-85.74
45.9,-85.7
45.9,-85.66
45.9,-85.62
45.9,-85.58
45.9,-85.54
45.9,-85.5
45.9,-85.46
45.9,-85.42
45.9,-85.38
45.9,-85.34
45.9,-85.3
45.9,-85.26
45.9,-85.22
45.9,-85.18
45.9,-85.14
45.9,-85.1
45.9,-85.06
45.9,-85.02
45.9,-84.98
45.9,-84.94
45.9,-84.9
45.94,-86.26
45.94,-86.22
45.94,-86.18
45.94,-86.14
45.94,-86.1
45.94,-86.06
45.94,-86.02
45.94,-85.98
45.94,-85.94
45.94,-85.9
45.94,-85.86
45.94,-85.82
45.94,-85.78
45.94,-85.74
45.94,-85.7
45.94,-85.66
45.94,-85.62
45.94,-85.58
45.94,-85.54
45.94,-85.5
45.94,-85.46
45.94,-85.42
45.94,-85.38
45.94,-85.34
45.94,-85.3
45.94,-85.26
45.94,-85.22
45.94,-85.18
45.94,-85.14
45.94,-85.1
45.94,-85.06
45.94,-85.02
45.94,-84.98
45.94,-84.94
45.98,-86.14
45.98,-86.1
45.98,-86.06
45.98,-86.02
45.98,-85.98
45.98,-85.94
45.98,-85.9
45.98,-85.86
45.98,-85.82
45.98,-85.78
45.98,-85.74
45.98,-85.7
45.98,-85.66
45.98,-85.62
45.98,-85.58
45.98,-85.54
45.98,-85.5
45.98,-85.46
45.98,-85.42
45.98,-85.38
45.98,-85.34
45.98,-85.3
45.98,-85.26
45.98,-85.22
45.98,-85.18
45.98,-85.14
45.98,-85.1
45.98,-85.06
45.98,-85.02
45.98,-84.98
